1P,2P
0.525416,0.620525
0.215617,0.416971
0.389496,0.528748
0.339979,0.606511
0.714572,0.786839
0.265778,0.542108
0.607258,0.717244
0.223992,0.371696
0.506202,0.619629
0.653274,0.740628
0.402684,0.536986
0.310927,0.467693
0.762913,0.809665
0.408339,0.680628
0.600632,0.681831
0.534609,0.631118
0.411495,0.522215
0.562081,0.684045
0.201988,0.288414
0.408664,0.555628
0.249120,0.453971
0.258693,0.482703
0.373485,0.621341
0.496889,0.623916
0.404702,0.536423
0.792006,0.845625
0.522859,0.666426
0.503303,0.622986
0.627999,0.738913
0.399363,0.526270
0.319681,0.399424
0.596457,0.686081
0.573184,0.786570
0.474131,0.531085
0.654950,0.727868
0.590504,0.652000
0.760846,0.817839
0.525676,0.611090
0.543590,0.791655
0.663858,0.733226
0.467267,0.565782
0.754018,0.807400
0.691022,0.767856
0.538773,0.655708
0.627831,0.713450
0.416857,0.505185
0.519239,0.748660
0.613184,0.803910
0.444132,0.575387
0.514166,0.604528
0.605258,0.710291
0.575117,0.795433
0.498194,0.598342
0.596339,0.710072
0.663888,0.761403
0.220126,0.400822
0.465584,0.644884
0.779529,0.829062
0.382990,0.529103
0.724119,0.897740
0.727379,0.803620
0.401955,0.530816
0.803111,0.897004
0.608356,0.774516
0.588525,0.707910
0.654153,0.745121
0.419908,0.525386
0.554285,0.719788
0.561604,0.734632
0.683450,0.743409
0.376454,0.467971
0.539832,0.690795
0.613671,0.703162
0.671040,0.784415
0.779581,0.973543
0.300277,0.402570
0.524115,0.643889
0.544299,0.709648
0.821186,0.893212
0.638467,0.844819
0.671121,0.763110
0.690256,0.773558
0.462923,0.588101
0.265568,0.357966
0.694059,0.780666
0.254203,0.340146
0.729788,0.826177
0.709211,0.801501
0.457165,0.543409
0.531425,0.701241
0.771994,0.839054
0.119040,0.177232
0.839806,0.890230
0.585278,0.659805
0.641738,0.798610
0.338602,0.484000
0.748577,0.826880
0.705603,0.788854
0.543734,0.771972
0.598021,0.747582
0.738866,0.813267
0.675923,0.788986
0.874175,0.922876
0.680937,0.771900
0.588609,0.733278
0.703007,0.866705
0.530533,0.708050
0.618091,0.766255
0.661553,0.771537
0.356683,0.520472
0.687313,0.906916
0.710987,0.906121
0.662712,0.754549
0.477791,0.644370
0.551846,0.644762
0.272953,0.465781
0.692285,0.770450
0.583383,0.683004
0.477622,0.674355
0.650676,0.825157
0.611448,0.713511
0.771966,0.881232
0.560353,0.669925
0.424150,0.583447
0.351049,0.485169
0.285277,0.374451
0.472287,0.586985
0.605478,0.763798
0.515303,0.610607
0.658167,0.813034
0.683660,0.805993
0.568480,0.689371
0.469659,0.587880
0.372239,0.467103
0.612588,0.696312
0.580159,0.686755
0.101073,0.219167
0.498977,0.626529
0.571488,0.746766
0.367456,0.531723
0.469510,0.639725
0.330855,0.450463
0.585447,0.717469
0.539821,0.731184
0.316231,0.473260
0.542648,0.731587
0.702089,0.799895
0.473161,0.607626
0.495004,0.605143
0.242711,0.413038
0.650851,0.783388
0.398196,0.558339
0.522781,0.631675
0.521759,0.685783
0.352831,0.476382
0.597085,0.727918
0.458683,0.607391
0.460946,0.613582
0.650583,0.883516
0.504860,0.688862
0.366346,0.482077
0.454543,0.629136
0.527543,0.638256
0.386567,0.502803
0.582766,0.771433
0.494291,0.619679
0.639364,0.742068
0.560695,0.721758
0.361987,0.476787
0.603154,0.801864
0.414010,0.533257
0.614567,0.721866
0.559738,0.676891
0.459247,0.601795
0.626659,0.737727
0.552552,0.670087
0.686458,0.792641
0.548671,0.667181
0.550461,0.722483
0.616704,0.717237
0.630959,0.755921
0.760529,0.879509
0.532973,0.650496
0.496701,0.612146
0.561772,0.675495
0.617000,0.729164
0.464318,0.567424
0.456006,0.537233
0.588294,0.683011
0.683921,0.769649
0.596230,0.756914
0.559869,0.648216
0.682252,0.800071
0.303944,0.404127
0.433384,0.608189
0.442674,0.533527
0.531569,0.636161
0.620364,0.675674
0.320131,0.545986
0.692476,0.807920
0.608688,0.719822
0.585280,0.625531
0.844656,0.920093
0.607386,0.699975
0.791173,0.856649
0.755372,0.838371
0.548522,0.670125
0.327209,0.460010
0.332121,0.420429
0.466731,0.608296
0.527189,0.632890
0.532249,0.666251
0.442561,0.565621
0.755401,0.839190
0.487437,0.605309
0.684667,0.785098
0.771408,0.872409
0.765840,0.841978
0.608683,0.703026
0.847648,0.908657
0.468759,0.577002
0.689417,0.791328
0.796319,0.881857
0.796258,0.872783
0.404816,0.491667
0.671749,0.758245
0.695663,0.763120
0.779202,0.848957
0.729547,0.820229
0.259020,0.395487
0.617679,0.763241
0.657790,0.749407
0.730000,0.839579
0.742241,0.842393
0.329627,0.565264
0.558361,0.679599
0.588386,0.767078
0.555926,0.653743
0.538312,0.605556
0.649937,0.813843
0.411570,0.596859
0.768092,0.898160
0.637851,0.831005
0.537551,0.687678
0.449065,0.544715
0.364607,0.520918
0.750282,0.834779
0.868665,0.911639
0.587807,0.621701
0.643782,0.751456
0.593495,0.725039
0.480868,0.595277
0.629405,0.718192
0.801301,0.868685
0.367896,0.473604
0.540645,0.726876
0.655590,0.748294
0.409055,0.497295
0.421681,0.523796
0.464535,0.583820
0.832945,0.926791
0.504048,0.670123
0.731173,0.836235
0.558406,0.765540
0.508294,0.694262
0.466314,0.654704
0.802496,0.866300
0.850597,0.907172
0.465063,0.640647
0.718008,0.804421
0.645440,0.779054
0.413044,0.525613
0.850811,0.906479
0.745583,0.862192
0.611863,0.782839
0.750602,0.836605
0.418472,0.521578
0.750327,0.874515
0.656754,0.721640
0.557889,0.661748
0.618926,0.763980
0.738795,0.826862
0.740023,0.871842
0.357592,0.465775
0.582500,0.694378
0.606954,0.716348
0.357454,0.415508
0.771160,0.870399
0.412151,0.552394
0.331583,0.450649
0.498061,0.572301
0.642271,0.704342
0.690790,0.839033
0.536268,0.741237
0.480790,0.726927
0.784462,0.864466
0.175323,0.325270
0.737536,0.815326
0.385251,0.464340
0.565853,0.840337
0.400919,0.504528
0.390347,0.536816
0.477038,0.613035
0.737885,0.816284
0.761376,0.848632
0.645006,0.749328
0.412993,0.494694
0.461148,0.596034
0.581419,0.694604
0.478615,0.569478
0.503188,0.659507
0.651482,0.710204
0.633260,0.728877
0.776983,0.840906
0.765743,0.898905
0.719030,0.792625
0.692193,0.780413
0.651190,0.771967
0.773464,0.827409
0.483018,0.687399
0.767882,0.876896
0.293972,0.402196
0.338307,0.495370
0.281721,0.486180
0.660284,0.778884
0.763633,0.865420
0.503620,0.638264
0.759764,0.821076
0.506254,0.636662
0.658824,0.755977
0.582947,0.722232
0.678328,0.777808
0.811939,0.912033
0.834218,0.907636
0.733842,0.913611
0.503393,0.607271
0.804608,0.876941
0.568772,0.703290
0.605198,0.804976
0.668238,0.759884
0.686644,0.768762
0.578697,0.772034
0.539415,0.699415
0.588549,0.807885
0.915312,0.944662
0.725672,0.815819
0.629763,0.732021
0.349785,0.451740
0.563181,0.733591
0.620627,0.679618
0.387286,0.514814
0.495281,0.636571
0.504701,0.611518
0.654028,0.734959
0.449854,0.567787
0.536522,0.619604
0.889059,0.925875
0.589288,0.674633
0.756672,0.828030
0.367041,0.567556
0.767013,0.818228
0.433658,0.607380
0.697786,0.791915
0.548769,0.828665
0.367907,0.523449
0.380931,0.580439
0.503299,0.583001
0.438650,0.558026
0.581120,0.700947
0.359347,0.488592
0.410540,0.543973
0.476241,0.654447
0.695770,0.779613
0.406191,0.614620
0.458582,0.593630
0.529194,0.588892
0.544268,0.659376
0.503243,0.642762
0.294504,0.475094
0.668558,0.765639
0.301186,0.375541
0.598777,0.703557
0.641700,0.743156
0.550359,0.691037
0.512388,0.575271
0.481919,0.624772
0.479456,0.649729
0.367701,0.481017
0.645604,0.735037
0.662829,0.759756
0.653475,0.765220
0.437568,0.567228
0.603395,0.783426
0.516111,0.661130
0.424680,0.575637
0.373710,0.816018
0.578864,0.783012
0.568936,0.660577
0.435015,0.534490
0.368839,0.719278
0.316323,0.471926
0.449309,0.525052
0.370838,0.677933
0.337062,0.689377
0.429295,0.633595
0.271020,0.450867
0.309001,0.449956
0.474343,0.803157
0.272389,0.385232
0.403659,0.519197
0.333254,0.651117
0.679212,0.843937
0.475921,0.666936
0.464747,0.575853
0.581638,0.652209
0.322203,0.499593
0.435772,0.585228
0.796969,0.860681
0.452347,0.493059
0.273421,0.416717
0.237798,0.390640
0.379212,0.531325
0.804219,0.902500
0.543243,0.638390
0.604456,0.693806
0.548350,0.633728
0.632722,0.742525
0.564908,0.698135
0.665339,0.734003
0.601760,0.650894
0.728940,0.815637
0.685972,0.775041
0.679048,0.739512
0.408298,0.531388
0.582395,0.746875
0.707653,0.871427
0.452709,0.539715
0.501482,0.583059
0.478824,0.658635
0.355357,0.484378
0.547489,0.696471
0.456025,0.600643
0.614518,0.727690
0.584872,0.662353
0.648930,0.808133
0.684694,0.762032
0.696957,0.803408
0.552855,0.650449
0.231789,0.320466
0.471631,0.654445
0.327233,0.494369
0.453917,0.614872
0.667811,0.754424
0.441976,0.560068
0.296270,0.541788
0.739609,0.805831
0.560202,0.670801
0.504434,0.691457
0.405990,0.538631
0.264907,0.355139
0.553436,0.696589
0.406964,0.512297
0.353082,0.602400
0.272879,0.363735
0.541587,0.692075
0.494175,0.621795
0.514019,0.754808
0.584184,0.676566
0.585809,0.697484
0.542825,0.646637
0.294345,0.478482
0.290266,0.399789
0.684062,0.773103
0.462323,0.586220
0.402890,0.602240
0.357274,0.560925
0.592516,0.729419
0.598402,0.722444
0.420086,0.574274
0.466471,0.578602
0.695748,0.783517
0.632848,0.729475
0.800902,0.850186
0.505244,0.606315
0.750318,0.865376
0.642298,0.759913
0.537927,0.649278
0.671215,0.751906
0.588564,0.778885
0.562477,0.639792
0.533619,0.664741
0.482606,0.571627
0.662984,0.742238
0.680383,0.801506
0.355045,0.503772
0.346490,0.442686
0.397160,0.587928
0.722219,0.833589
0.530370,0.677098
0.436522,0.548012
0.752530,0.818581
0.695413,0.842763
0.764555,0.829906
0.729184,0.874896
0.644410,0.772338
0.272703,0.455175
0.519445,0.611762
0.817319,0.877991
0.914128,0.961267
0.735913,0.810975
0.797051,0.883339
0.705604,0.812003
0.779896,0.846823
0.348160,0.504516
0.803331,0.865673
0.546174,0.612090
0.646125,0.687976
0.586409,0.690316
0.639613,0.727526
0.604909,0.741357
0.609778,0.733155
0.602220,0.719584
0.371983,0.464420
0.287498,0.369265
0.518022,0.609477
0.511003,0.621972
0.607766,0.702718
0.228537,0.330972
0.581277,0.684771
0.499417,0.620649
0.678166,0.783411
0.450789,0.546934
0.639289,0.737722
0.450457,0.625443
0.576553,0.679993
0.603296,0.731640
0.513297,0.635823
0.353720,0.539102
0.568739,0.701132
0.537230,0.678647
0.547453,0.775617
0.524155,0.647187
0.478741,0.603560
0.521888,0.611244
0.454998,0.604482
0.522208,0.633274
0.386145,0.501625
0.487523,0.609703
0.502586,0.632633
0.515661,0.615687
0.630236,0.725172
0.544030,0.651236
0.526949,0.646587
0.504371,0.632468
0.625378,0.734605
0.665752,0.796677
0.367612,0.444675
0.650088,0.741219
0.218802,0.320278
0.303896,0.416450
0.615947,0.707050
0.453062,0.564666
0.232763,0.328256
0.405783,0.506352
0.530171,0.677169
0.562288,0.665602
0.591227,0.693686
0.339129,0.463767
0.545168,0.622670
0.741808,0.845009
0.644044,0.751495
0.751796,0.841576
0.675737,0.761704
0.490588,0.671619
0.704632,0.807747
0.401920,0.543983
0.469347,0.658486
0.513700,0.730922
0.183638,0.236395
0.107548,0.204158
0.507098,0.655532
0.367464,0.463268
0.622321,0.741524
0.438642,0.490133
0.361624,0.420221
0.190985,0.332142
0.254930,0.324406
0.199882,0.276634
0.212851,0.277555
0.450632,0.581702
0.129662,0.209196
0.615998,0.804795
0.555278,0.755368
0.494409,0.636887
0.564176,0.662483
0.671191,0.778025
0.382244,0.528905
0.478084,0.733674
0.296321,0.369886
0.431218,0.581529
0.456575,0.530154
0.117369,0.160392
0.058906,0.109029
0.427290,0.483152
0.493047,0.692062
0.114690,0.233076
0.134514,0.329826
0.372134,0.553772
0.258775,0.509138
0.280390,0.365628
0.353054,0.444369
0.251332,0.310504
0.631420,0.743179
0.254233,0.488929
0.456849,0.601482
0.922970,0.942040
0.560745,0.856580
0.251791,0.379690
0.289819,0.426258
0.196709,0.284969
0.399998,0.596368
0.695714,0.770196
0.294515,0.416795
0.682945,0.857763
0.594744,0.698645
0.285047,0.367344
0.074051,0.112153
0.418862,0.507976
0.614055,0.709421
0.787578,0.856249
0.806307,0.872166
0.316827,0.456039
0.523131,0.629157
0.817140,0.867794
0.278025,0.362968
0.688701,0.766019
0.755281,0.859671
0.830251,0.889985
0.318812,0.401822
0.295357,0.382462
0.348484,0.424836
0.416106,0.526963
0.532127,0.690817
0.620086,0.720434
0.386890,0.481562
0.319103,0.430572
0.616687,0.769947
0.310735,0.444503
0.406878,0.543941
0.429857,0.536529
0.553825,0.672608
0.594572,0.692485
0.536707,0.652689
0.137435,0.377915
0.462427,0.579852
0.515603,0.630840
0.693432,0.777770
0.208726,0.323311
0.648764,0.771134
0.501847,0.662762
0.680795,0.774456
0.504252,0.648813
0.426317,0.550508
0.565329,0.642823
0.439701,0.573139
0.424423,0.530703
0.402270,0.508843
0.492898,0.604249
0.610773,0.769500
0.443571,0.482126
0.201866,0.311600
0.310710,0.428583
0.442863,0.564106
0.521850,0.770094
0.624006,0.705214
0.253711,0.421670
0.321708,0.531201
0.653482,0.781665
0.566596,0.683444
0.403309,0.490860
0.494840,0.652391
0.472599,0.591713
0.559832,0.721054
0.857778,0.899834
0.496657,0.603198
0.464075,0.584002
0.578722,0.688184
0.468665,0.587901
0.352948,0.531473
0.507505,0.675553
0.499160,0.632386
0.444625,0.582766
0.555637,0.656463
0.709349,0.782860
0.562151,0.684677
0.497498,0.665306
0.495852,0.634036
0.556045,0.646605
0.457454,0.580893
0.589535,0.711496
0.722965,0.777818
0.603526,0.694205
0.574126,0.691629
0.544935,0.650668
0.400756,0.499057
0.368029,0.504332
0.360963,0.437478
0.318994,0.536420
0.421376,0.571119
0.289280,0.455318
0.390594,0.502545
0.446410,0.531643
0.571276,0.639143
0.426827,0.582853
0.479714,0.550757
0.301333,0.390723
0.399139,0.593572
0.464652,0.569649
0.760265,0.845207
0.433591,0.612747
0.689299,0.852671
0.388652,0.503776
0.132315,0.206451
0.313501,0.444209
0.257625,0.373241
0.220554,0.273430
0.423761,0.573533
0.288053,0.440734
0.596531,0.725008
0.297959,0.412876
0.497126,0.649420
0.396481,0.531346
0.391354,0.520916
0.277839,0.388516
0.805166,0.869392
0.519626,0.610746
0.569788,0.655580
0.475760,0.648092
0.506048,0.681719
0.869255,0.914327
0.277802,0.521541
0.799537,0.898850
0.156486,0.362765
0.415185,0.587596
0.451203,0.517155
0.529091,0.644839
0.408128,0.567596
0.429610,0.628375
0.528226,0.598102
0.430925,0.564894
0.573363,0.679149
0.701674,0.799362
0.371534,0.549244
0.391905,0.482944
0.448557,0.536703
0.261444,0.363940
0.561897,0.664143
0.446608,0.564803
0.504640,0.625359
0.225885,0.344302
0.523993,0.639910
0.559741,0.685712
0.312996,0.404322
0.218366,0.289472
0.269567,0.367873
0.282986,0.386796
0.350570,0.470563
0.401241,0.520268
0.431859,0.563604
0.474002,0.641965
0.539709,0.653314
0.470840,0.603446
0.275183,0.371401
0.261647,0.363412
0.582217,0.679671
0.359167,0.486702
0.399777,0.562601
0.335523,0.414797
0.208740,0.306409
0.212375,0.308126
0.235754,0.329293
0.333188,0.441568
0.153716,0.233016
0.232650,0.334019
0.288527,0.381267
0.291354,0.383545
0.442726,0.577803
0.497647,0.614514
0.262674,0.345927
0.353547,0.462979
0.395491,0.511327
0.200500,0.291005
0.465960,0.603500
0.462449,0.576051
0.660342,0.745822
0.280253,0.471673
0.555279,0.654810
0.485294,0.684529
0.628641,0.703763
0.716447,0.795977
0.467992,0.581377
0.755001,0.943331
0.343440,0.596609
0.498282,0.677361
0.732228,0.828050
0.781436,0.850189
0.507301,0.662917
0.444734,0.626632
0.714609,0.798862
0.747709,0.822688
0.777825,0.889267
0.704668,0.804516
0.757896,0.839646
0.606912,0.879620
0.695449,0.779864
0.525435,0.725571
0.581824,0.691693
0.562586,0.720283
0.665264,0.769588
0.501779,0.667353
0.732337,0.814808
0.854344,0.903236
0.444792,0.589217
0.759090,0.821132
0.459940,0.643642
0.634685,0.733901
0.869199,0.916041
0.642230,0.758218
0.576832,0.791622
0.608813,0.769288
0.667852,0.859325
0.411956,0.578529
0.547716,0.650166
0.799243,0.840260
0.475212,0.694821
0.603248,0.710624
0.429218,0.535819
0.749460,0.821520
0.573982,0.669642
0.684467,0.886287
0.824594,0.881924
0.756181,0.857471
0.747383,0.829119
0.742922,0.826984
0.658926,0.818352
0.856176,0.936783
0.729225,0.855180
0.548905,0.643616
0.618718,0.769248
0.574274,0.707582
0.218271,0.290990
0.617725,0.734962
0.648066,0.778827
0.804793,0.879037
0.823717,0.880614
0.677459,0.779764
0.457515,0.721105
0.512988,0.639624
0.621382,0.795760
0.738544,0.848116
0.584003,0.709244
0.396292,0.549309
0.587834,0.685717
0.557814,0.682602
0.287117,0.505541
0.357049,0.561247
0.593988,0.697760
0.843243,0.898942
0.638499,0.690855
0.387327,0.450933
0.709240,0.803918
0.402442,0.534511
0.614036,0.765176
0.164467,0.264241
0.762401,0.847954
0.717894,0.788771
0.906346,0.955651
0.510538,0.655756
0.502231,0.627624
0.865477,0.921329
0.446501,0.663893
0.794677,0.883589
0.580653,0.689702
0.717000,0.779756
0.737134,0.800848
0.507494,0.711462
0.690697,0.774288
0.370857,0.462417
0.148346,0.302739
0.684217,0.838548
0.331708,0.390110
0.417274,0.583402
0.266806,0.378952
0.307361,0.489794
0.606460,0.825496
0.728523,0.795039
0.233295,0.283006
0.577973,0.690911
0.682925,0.756542
0.496161,0.656071
0.471008,0.601660
0.853236,0.870044
0.749566,0.867329
0.708531,0.787917
0.677380,0.753799
0.501637,0.605761
0.835292,0.881225
0.328564,0.412839
0.419310,0.584051
0.402684,0.522757
0.640391,0.891933
0.627787,0.723995
0.315139,0.486845
0.838336,0.880534
0.219586,0.372401
0.394668,0.458909
0.822347,0.864045
0.316394,0.459767
0.671823,0.863848
0.688923,0.753249
0.666280,0.759723
0.617272,0.820028
0.706733,0.796384
0.355383,0.425933
0.599782,0.691360
0.664913,0.738359
0.498436,0.608396
0.883686,0.926731
0.515146,0.612032
0.840627,0.883681
0.704211,0.790053
0.728904,0.820008
0.564831,0.621246
0.506944,0.764196
0.626992,0.693092
0.361868,0.449229
0.483006,0.701321
0.580304,0.651676
0.616752,0.680174
0.719024,0.892763
0.604936,0.808478
0.566578,0.644966
0.747670,0.803021
0.618651,0.843846
0.716408,0.790606
0.689518,0.782065
0.703870,0.778559
0.533774,0.737872
0.688470,0.742524
0.348247,0.464457
0.501630,0.619033
0.406049,0.620545
0.562067,0.682863
0.544267,0.719418
0.401570,0.578745
0.552945,0.668287
0.583604,0.702010
0.508533,0.630043
0.538151,0.660555
0.865595,0.911886
0.778629,0.854338
0.693422,0.765911
0.876330,0.923277
0.739207,0.820723
0.782239,0.861993
0.437360,0.664371
0.747025,0.827329
0.575748,0.699622
0.818673,0.922366
0.607331,0.725907
0.512120,0.634603
0.673307,0.775233
0.623709,0.724229
0.705631,0.819608
0.555222,0.645626
0.489910,0.607544
0.269366,0.385929
0.378339,0.496094
0.359561,0.450635
0.571368,0.677825
0.366125,0.449146
0.550116,0.661255
0.555452,0.650797
0.516778,0.656982
0.420843,0.543605
0.360908,0.469870
0.377141,0.487758
0.721941,0.791781
0.619820,0.706815
0.674764,0.774912
0.509500,0.618404
0.783068,0.851565
0.492990,0.597264
0.536739,0.643723
0.501767,0.615578
0.590151,0.696036
0.480059,0.598824
0.231013,0.319932
0.480273,0.607288
0.626613,0.733401
0.503287,0.592913
0.393963,0.456959
0.393723,0.547526
0.334858,0.438164
0.485283,0.598738
0.613241,0.725255
0.376530,0.493514
0.343982,0.403858
0.354277,0.487878
0.337263,0.481898
0.368054,0.452792
0.491523,0.602043
0.302725,0.474541
0.259156,0.422284
0.522721,0.647816
0.630056,0.779147
0.415077,0.617051
0.384583,0.501407
0.372174,0.523980
0.780936,0.838155
0.387734,0.476915
0.190017,0.262611
0.231503,0.369835
0.259238,0.313487
0.522200,0.623893
0.458888,0.577729
0.169515,0.296557
0.302771,0.393205
0.513777,0.619319
0.504455,0.616585
0.660984,0.761862
0.422908,0.627855
0.526308,0.816131
0.170060,0.293617
0.500849,0.633873
0.364805,0.468348
0.399571,0.501939
0.322142,0.487241
0.389809,0.494221
0.390824,0.588404
0.331951,0.560570
0.452257,0.692508
0.253598,0.323140
0.435148,0.549810
0.500203,0.683390
0.390750,0.501605
0.673781,0.773716
0.509179,0.653533
0.683134,0.790033
0.303483,0.483956
0.482812,0.620454
0.679496,0.826872
0.461710,0.579468
0.711769,0.879638
0.434819,0.593242
0.498392,0.622492
0.612823,0.704343
0.450397,0.567101
0.571039,0.662803
0.553070,0.650302
0.280846,0.349909
0.534390,0.685323
0.703864,0.790268
0.888023,0.919966
0.675174,0.780211
0.243016,0.427155
0.458529,0.539583
0.460478,0.549432
0.459289,0.578858
0.594009,0.704579
0.255933,0.347661
0.411223,0.507988
0.736039,0.812816
0.367757,0.497778
0.435686,0.545406
0.651549,0.755661
0.653884,0.746768
0.494602,0.600078
0.727997,0.792793
0.599419,0.683461
0.519072,0.616208
0.294239,0.397673
0.604623,0.722280
0.534209,0.635435
0.474987,0.566941
0.786606,0.865882
0.714436,0.779097
0.415837,0.509958
0.640126,0.724388
0.269546,0.367632
0.581380,0.679221
0.660347,0.745368
0.419763,0.578049
0.350215,0.445912
0.450484,0.588927
0.697005,0.807717
0.518346,0.608080
0.656887,0.757325
0.499668,0.615191
0.645879,0.740036
0.474916,0.704608
0.578336,0.742069
0.199709,0.336339
0.458021,0.566168
0.692294,0.772223
0.846210,0.891983
0.406156,0.580294
0.534136,0.629661
0.512207,0.613072
