1P,2P
0.743409,0.908517
0.464665,0.705056
0.697928,0.779711
0.545956,0.750350
0.743196,0.803225
0.419768,0.598088
0.589874,0.800762
0.753274,0.898461
0.802742,0.970770
0.621497,0.725235
0.505188,0.570899
0.738980,0.870100
0.607073,0.839084
0.716720,0.792619
0.747161,0.927806
0.539170,0.754624
0.705078,0.780588
0.874983,0.911729
0.863825,0.919635
0.531810,0.633772
0.793128,0.852364
0.560507,0.730820
0.630703,0.733168
0.657076,0.766727
0.867001,0.928154
0.815962,0.869569
0.471167,0.579334
0.664780,0.778825
0.676186,0.770827
0.637233,0.723369
0.795832,0.850181
0.779580,0.857345
0.552552,0.797316
0.583939,0.676010
0.534494,0.641995
0.620667,0.716140
0.671847,0.805196
0.692242,0.846895
0.631571,0.735419
0.616936,0.722544
0.514938,0.616279
0.599648,0.753612
0.717779,0.779873
0.554259,0.658961
0.709386,0.781811
0.585895,0.686067
0.549649,0.662978
0.581898,0.663959
0.680963,0.759822
0.566838,0.697325
0.681488,0.746329
0.715866,0.836786
0.770773,0.845810
0.605120,0.708666
0.541160,0.651437
0.808218,0.868409
0.664552,0.755106
0.869130,0.917725
0.482851,0.693133
0.643154,0.741165
0.680136,0.778903
0.555729,0.663256
0.658797,0.792344
0.648640,0.816152
0.649462,0.750721
0.581367,0.681992
0.567049,0.679890
0.421168,0.586157
0.750439,0.832973
0.813120,0.896331
0.787695,0.869867
0.606694,0.713149
0.728352,0.821007
0.693189,0.791288
0.634719,0.740690
0.794267,0.880710
0.771438,0.844604
0.876950,0.924606
0.659050,0.769597
0.372878,0.490869
0.777067,0.850642
0.577939,0.683321
0.761098,0.841705
0.673909,0.780649
0.679375,0.761972
0.594093,0.717932
0.593092,0.695514
0.764704,0.843370
0.583862,0.671604
0.640262,0.785655
0.480169,0.563386
0.587911,0.751217
0.653031,0.756996
0.810339,0.873285
0.623812,0.761494
0.627437,0.742762
0.808617,0.903249
0.666401,0.774871
0.783917,0.855160
0.676529,0.783224
0.788645,0.854407
0.711975,0.790498
0.902972,0.937834
0.567661,0.681851
0.736363,0.820914
0.561466,0.653092
0.722996,0.815913
0.828760,0.874596
0.678772,0.764172
0.564460,0.722119
0.764379,0.880641
0.835104,0.893311
0.783903,0.877479
0.790147,0.836661
0.575755,0.661289
0.669353,0.799977
0.823796,0.898354
0.686448,0.798143
0.875811,0.917678
0.634843,0.712640
0.690882,0.756484
0.614096,0.704207
0.669368,0.709501
0.437509,0.544485
0.817862,0.853268
0.659696,0.747426
0.820315,0.917120
0.558257,0.692588
0.804010,0.894575
0.530472,0.654169
0.856418,0.900003
0.676286,0.786733
0.698219,0.788735
0.682701,0.766276
0.764703,0.847901
0.566158,0.821570
0.615113,0.691242
0.787980,0.865630
0.454133,0.656736
0.706210,0.776057
0.592817,0.681554
0.711224,0.803385
0.837192,0.886714
0.516356,0.642502
0.773369,0.861957
0.792697,0.852433
0.668283,0.751553
0.658529,0.715110
0.401916,0.468110
0.661340,0.762610
0.369724,0.489433
0.572838,0.686135
0.796191,0.888033
0.628403,0.727277
0.574733,0.637395
0.383205,0.494638
0.579722,0.712005
0.299942,0.439086
0.537261,0.683299
0.247035,0.357002
0.459279,0.578451
0.693445,0.827431
0.289079,0.420727
0.345067,0.437900
0.672167,0.758722
0.791871,0.876745
0.649350,0.783929
0.815493,0.892155
0.768105,0.838388
0.744304,0.866960
0.812663,0.879392
0.733486,0.816176
0.467792,0.595769
0.657713,0.767983
0.737631,0.831409
0.772726,0.852878
0.646011,0.746877
0.691982,0.792859
0.732391,0.815453
0.699281,0.796443
0.701238,0.813226
0.934599,0.959363
0.592330,0.693023
0.588583,0.700431
0.683764,0.774951
0.786709,0.864564
0.814249,0.878246
0.772121,0.850235
0.522794,0.626809
0.830486,0.893077
0.790596,0.864142
0.791176,0.861778
0.562209,0.668600
0.806669,0.875469
0.651688,0.766544
0.680592,0.784590
0.863011,0.901915
0.741918,0.829066
0.705765,0.794009
0.822224,0.876484
0.774765,0.852282
0.804021,0.909507
0.724257,0.810658
0.468121,0.566646
0.851604,0.908001
0.283023,0.335378
0.683845,0.768288
0.326547,0.411513
0.567482,0.634124
0.804853,0.918022
0.765897,0.835612
0.262843,0.375061
0.801979,0.885399
0.441874,0.604002
0.762658,0.841106
0.837879,0.935116
0.372219,0.446220
0.575108,0.727563
0.589891,0.707200
0.762309,0.837136
0.755212,0.831982
0.774318,0.869761
0.595169,0.688949
0.736674,0.819299
0.513278,0.719321
0.798239,0.905188
0.623702,0.769887
0.805496,0.874679
0.726047,0.808999
0.718315,0.806392
0.705099,0.792210
0.785461,0.875718
0.665462,0.764730
0.837083,0.893342
0.747073,0.831092
0.487204,0.598784
0.759598,0.840986
0.399304,0.516298
0.842519,0.932948
0.810152,0.909086
0.710649,0.784438
0.809614,0.877541
0.598955,0.696614
0.739226,0.868567
0.726226,0.812222
0.606805,0.769167
0.815939,0.881495
0.840481,0.905250
0.621706,0.714001
0.924822,0.953653
0.539060,0.719295
0.666515,0.741189
0.878869,0.926602
0.812618,0.889049
0.767061,0.886515
0.633423,0.734782
0.736151,0.814894
0.487789,0.590858
0.669736,0.771699
0.832664,0.899608
0.749440,0.839515
0.863112,0.947013
0.827530,0.904968
0.865276,0.916096
0.732347,0.827234
0.627790,0.748666
0.775646,0.869631
0.650311,0.760647
0.831265,0.892752
0.629652,0.720339
0.633778,0.731702
0.549896,0.700956
0.913423,0.946075
0.923685,0.952146
0.831630,0.899289
0.815787,0.888074
0.897752,0.940174
0.817760,0.873810
0.705281,0.797880
0.871809,0.910776
0.856373,0.911910
0.813327,0.862118
0.831605,0.892763
0.926964,0.955097
0.841862,0.902015
0.695839,0.848105
0.865815,0.925505
0.830829,0.886262
0.749454,0.850744
0.932292,0.960549
0.688001,0.779075
0.636501,0.774883
0.903089,0.962085
0.626140,0.730113
0.843422,0.926771
0.835862,0.886566
0.691544,0.830352
0.784562,0.921804
0.875562,0.951251
0.870976,0.920427
0.732013,0.844986
0.803184,0.894932
0.594008,0.712269
0.661404,0.741766
0.681338,0.780040
0.661628,0.765588
0.911664,0.958355
0.740303,0.831455
0.912501,0.961446
0.733533,0.821206
0.882146,0.937676
0.699948,0.795790
0.553513,0.656717
0.740465,0.821121
0.807927,0.895985
0.700504,0.788000
0.918165,0.957406
0.835170,0.887629
0.726575,0.804564
0.822763,0.891518
0.743799,0.838662
0.917079,0.951521
0.631296,0.736617
0.284736,0.367791
0.839437,0.898403
0.687053,0.779567
0.757446,0.858908
0.901649,0.938155
0.879584,0.925765
0.862853,0.924931
0.896245,0.949239
0.787656,0.887603
0.797490,0.839900
0.858556,0.897926
0.757326,0.831359
0.941594,0.956860
0.486620,0.578767
0.872972,0.920687
0.775783,0.828931
0.916330,0.950047
0.675952,0.761002
0.561044,0.585571
0.917153,0.950497
0.852052,0.901966
0.827928,0.881864
0.499275,0.570218
0.520696,0.674416
0.858903,0.909387
0.736697,0.777344
0.455649,0.483673
0.691054,0.780960
0.880429,0.944289
0.595036,0.685005
0.833084,0.888697
0.860012,0.899029
0.688043,0.846532
0.907327,0.939549
0.719688,0.807077
0.848980,0.906048
0.771588,0.853980
0.937693,0.957626
0.799087,0.867288
0.822279,0.877617
0.853642,0.909779
0.939065,0.964783
0.874447,0.926953
0.786049,0.898077
0.743631,0.836941
0.716079,0.846684
0.679352,0.795568
0.963989,0.985551
0.873013,0.922069
0.776749,0.868954
0.831970,0.883491
0.569561,0.759245
0.842456,0.902747
0.321359,0.502259
0.638530,0.756754
0.483002,0.622955
0.655738,0.748083
0.567806,0.665724
0.573817,0.666676
0.761915,0.835828
0.696284,0.797010
0.592955,0.657129
0.550251,0.668628
0.434676,0.527464
0.721725,0.835114
0.505929,0.675254
0.770789,0.854971
0.742835,0.831759
0.621927,0.695780
0.796200,0.878076
0.644793,0.793261
0.856168,0.910952
0.733247,0.818770
0.664673,0.755379
0.531305,0.647980
0.639365,0.798662
0.621709,0.721656
0.280435,0.420444
0.585818,0.702372
0.309869,0.494509
0.716870,0.807536
0.546700,0.635643
0.774870,0.855280
0.743778,0.858047
0.840665,0.898845
0.763900,0.828517
0.834531,0.892550
0.685032,0.773227
0.521037,0.652466
0.848544,0.903281
0.789166,0.875695
0.649268,0.759847
0.718274,0.761271
0.474436,0.621967
0.843578,0.922552
0.800212,0.864233
0.536742,0.618345
0.707844,0.800227
0.503693,0.602590
0.830574,0.890711
0.740811,0.832039
0.685292,0.774371
0.504173,0.609533
0.675219,0.774604
0.869750,0.904679
0.675563,0.713182
0.710863,0.800925
0.609862,0.733870
0.784946,0.864383
0.577563,0.676417
0.748686,0.763837
0.809534,0.901256
0.690829,0.781157
0.820776,0.884412
0.838962,0.898819
0.613201,0.699255
0.721752,0.803877
0.601874,0.618548
0.555387,0.629113
0.933052,0.947731
0.793465,0.870701
0.577418,0.681816
0.461825,0.612903
0.840103,0.895949
0.636919,0.746372
0.780051,0.874114
0.571201,0.682092
0.885288,0.937838
0.695843,0.776443
0.856927,0.905737
0.806558,0.886295
0.608681,0.768059
0.522447,0.703185
0.912133,0.957462
0.933916,0.963077
0.658576,0.757249
0.766663,0.876250
0.736048,0.840365
0.773155,0.847453
0.904575,0.952355
0.844513,0.938203
0.634208,0.733732
0.934309,0.961940
0.638110,0.742408
0.824152,0.906959
0.719985,0.769307
0.713873,0.801155
0.826927,0.907879
0.862326,0.952124
0.850510,0.932102
0.558515,0.672457
0.826671,0.896994
0.797537,0.857123
0.671776,0.731028
0.848803,0.908997
0.464802,0.604183
0.826315,0.908574
0.679526,0.748504
0.808351,0.876671
0.920737,0.948538
0.810699,0.903489
0.495186,0.637020
0.795370,0.855732
0.485639,0.713531
0.906242,0.941259
0.553030,0.668561
0.788468,0.888722
0.525851,0.639096
0.718345,0.832005
0.743154,0.826552
0.801824,0.880507
0.741677,0.831131
0.784580,0.865495
0.577509,0.660695
0.505658,0.651009
0.541422,0.669562
0.689403,0.757158
0.576163,0.807517
0.748857,0.812897
0.786561,0.853328
0.834236,0.881666
0.781405,0.949499
0.744443,0.778565
0.830343,0.888133
0.722052,0.893111
0.824537,0.880447
0.600410,0.802347
0.725774,0.823594
0.558149,0.781249
0.560253,0.680973
0.474324,0.694042
0.764633,0.856235
0.908150,0.943126
0.509693,0.787372
0.746611,0.824237
0.702187,0.810847
0.589552,0.675418
0.719261,0.818955
0.772643,0.851074
0.780898,0.885154
0.897919,0.937241
0.716250,0.891073
0.808371,0.892807
0.721588,0.844470
0.742385,0.926179
0.774037,0.913104
0.647236,0.773996
0.780789,0.849999
0.757378,0.850106
0.698732,0.894169
0.706626,0.802876
0.809441,0.859307
0.843463,0.906336
0.833887,0.894685
0.758015,0.825034
0.386706,0.547328
0.735094,0.900975
0.801651,0.850147
0.789157,0.867544
0.627629,0.809713
0.438143,0.541848
0.642908,0.754021
0.753585,0.846420
0.561697,0.801072
0.634377,0.785877
0.751760,0.826439
0.850956,0.896332
0.475790,0.639592
0.598100,0.698431
0.555069,0.724758
0.499542,0.621136
0.645076,0.897085
0.483512,0.808050
0.499219,0.699229
0.718736,0.843321
0.510098,0.617003
0.520592,0.676657
0.496976,0.642424
0.719050,0.811311
0.327815,0.453792
0.543596,0.665852
0.610219,0.781689
0.652934,0.736048
0.431221,0.541463
0.714424,0.789936
0.629529,0.736236
0.538208,0.697045
0.731394,0.804208
0.454262,0.557597
0.544926,0.651896
0.737151,0.804939
0.563912,0.669702
0.546355,0.652940
0.606979,0.692103
0.678146,0.865408
0.557747,0.626332
0.681983,0.760296
0.748676,0.813929
0.589693,0.695914
0.792929,0.850569
0.686241,0.783212
0.467912,0.620372
0.869064,0.936314
0.723219,0.830856
0.830954,0.965309
0.811054,0.873246
0.561317,0.656324
0.758397,0.898010
0.868954,0.922183
0.678275,0.770765
0.516966,0.686409
0.650837,0.812476
0.768783,0.886723
0.720534,0.865945
0.737194,0.852738
0.700210,0.841036
0.662054,0.772059
0.669463,0.760618
0.689551,0.835518
0.831051,0.939346
0.795338,0.892377
0.901642,0.938422
0.873129,0.916591
0.774113,0.888957
0.847566,0.891890
0.884797,0.921864
0.626093,0.777188
0.775086,0.878645
0.837862,0.901091
0.702741,0.791017
0.832244,0.912618
0.777056,0.844862
0.690723,0.799703
0.758734,0.838965
0.702913,0.811614
0.564118,0.660733
0.760510,0.841616
0.820476,0.906680
0.771533,0.839170
0.657468,0.740473
0.662664,0.764910
0.763186,0.851098
0.746451,0.863366
0.657313,0.746702
0.835827,0.875731
0.620985,0.787612
0.584325,0.756865
0.737109,0.822750
0.686198,0.784745
0.629239,0.787825
0.737273,0.818745
0.708166,0.829583
0.687199,0.779870
0.657493,0.790957
0.755238,0.825996
0.469827,0.591339
0.768156,0.904416
0.480357,0.584282
0.522433,0.647540
0.676893,0.755415
0.579844,0.694373
0.661173,0.816683
0.853709,0.892204
0.590470,0.681211
0.692881,0.898296
0.660365,0.814911
0.416003,0.543510
0.803932,0.875680
0.550305,0.665167
0.819364,0.898120
0.585198,0.677497
0.589668,0.731824
0.492246,0.616080
0.682816,0.790185
0.730743,0.831754
0.483525,0.606433
0.661215,0.756632
0.410468,0.568860
0.594397,0.683349
0.729448,0.802616
0.686347,0.774847
0.689425,0.799744
0.641860,0.744442
0.726885,0.809562
0.701573,0.826914
0.700800,0.828257
0.767580,0.849211
0.805325,0.874665
0.747087,0.811407
0.901650,0.923879
0.752354,0.834372
0.833273,0.888378
0.680700,0.788237
0.842737,0.884281
0.876142,0.920236
0.856348,0.927727
0.854464,0.922252
0.847351,0.912129
0.671815,0.765596
0.714469,0.803858
0.879479,0.925675
0.677615,0.737420
0.532727,0.621069
0.561181,0.677413
0.944321,0.980774
0.780213,0.884776
0.766600,0.852037
0.753516,0.822166
0.807654,0.874244
0.734723,0.813696
0.809223,0.888776
0.672835,0.771177
0.727936,0.858774
0.780353,0.857376
0.857800,0.907594
0.684946,0.782728
0.816231,0.897929
0.807820,0.873366
0.759901,0.841845
0.635487,0.770112
0.732112,0.822760
0.777405,0.838637
0.829316,0.883607
0.765249,0.839213
0.645336,0.743050
0.748693,0.833104
0.679975,0.775390
0.847162,0.902703
0.613616,0.708793
0.505959,0.610620
0.761809,0.841281
0.536964,0.635044
0.864782,0.904556
0.518928,0.596461
0.691968,0.781578
0.655188,0.772716
0.818175,0.870915
0.569222,0.661827
0.740362,0.814800
0.715040,0.799239
0.584769,0.691914
0.700450,0.870344
0.635373,0.769077
0.498551,0.655157
0.579109,0.755462
0.669598,0.839147
0.747359,0.853060
0.536614,0.660209
0.615763,0.786531
0.753081,0.827453
0.671585,0.799169
0.592327,0.722987
0.463274,0.598557
0.823444,0.910407
0.611722,0.744870
0.710866,0.806465
0.846362,0.899259
0.580930,0.692534
0.612438,0.756268
0.609892,0.812434
0.711230,0.812167
0.774572,0.860344
0.693996,0.770422
0.659168,0.769489
0.377235,0.494846
0.362695,0.485303
0.748701,0.805967
0.636384,0.718996
0.492896,0.582574
0.807074,0.864731
0.777551,0.871655
0.720091,0.835497
0.679866,0.774321
0.617486,0.722818
0.607641,0.711784
0.829571,0.899248
0.760133,0.838609
0.717772,0.808800
0.487625,0.607192
0.624638,0.774045
0.682689,0.790149
0.910771,0.961941
0.817381,0.883181
0.857839,0.920668
0.362746,0.430395
0.834073,0.893501
0.852213,0.890429
0.855370,0.915707
0.781174,0.841154
0.614004,0.709149
0.639077,0.736856
0.335334,0.408197
0.692489,0.784440
0.682224,0.730257
0.711061,0.769200
0.333258,0.457299
0.797585,0.870898
0.827052,0.908333
0.747063,0.832574
0.748724,0.840160
0.825470,0.883172
0.760430,0.860513
0.818296,0.892407
0.657471,0.767869
0.577254,0.736667
0.796229,0.853113
0.488252,0.609911
0.210543,0.323806
0.449964,0.568452
0.807992,0.871984
0.488947,0.618335
0.431979,0.600332
0.738483,0.830586
0.493942,0.650960
0.607884,0.715077
0.641522,0.758363
0.509913,0.652566
0.789633,0.864114
0.463389,0.642170
0.812422,0.870355
0.923109,0.955409
0.898644,0.945297
0.617161,0.735849
0.648019,0.744622
0.597792,0.712222
0.784217,0.862088
0.823119,0.882974
0.518275,0.687312
0.896218,0.939000
0.755827,0.835833
0.566424,0.644020
0.332762,0.419554
0.543656,0.687806
0.792451,0.828430
0.517444,0.634242
0.721747,0.837941
0.637286,0.728223
0.430345,0.542647
0.570160,0.680784
0.344199,0.450410
0.489441,0.602001
0.654351,0.823546
0.767718,0.848247
0.328975,0.437086
0.371962,0.471408
0.318340,0.383738
0.731881,0.861772
0.581441,0.780290
0.641185,0.755024
0.687592,0.783985
0.471233,0.565296
0.688546,0.794362
0.594547,0.727606
0.471185,0.588356
0.664453,0.757590
0.681071,0.776832
0.717640,0.805231
0.664261,0.770822
0.279951,0.389451
0.631891,0.762224
0.638799,0.733014
0.700421,0.787472
0.386732,0.503631
0.582518,0.693991
0.499909,0.625561
0.556845,0.673233
0.682957,0.784588
0.611169,0.738015
0.707899,0.793211
0.449636,0.567759
0.718106,0.806439
0.554688,0.668403
0.688793,0.782330
0.616241,0.719979
0.398558,0.473398
0.622864,0.765489
0.510954,0.641634
0.637224,0.741044
0.725286,0.843490
0.877343,0.915960
0.636445,0.806249
0.536339,0.651899
0.563881,0.722870
0.704843,0.792096
0.724059,0.794984
0.637259,0.760472
0.506369,0.621166
0.468799,0.646423
0.910298,0.945602
0.611586,0.720625
0.574376,0.687224
0.681585,0.788182
0.662627,0.759131
0.545709,0.693846
0.560373,0.666883
0.424208,0.544718
0.528141,0.684085
0.775044,0.839285
0.918805,0.947101
0.617989,0.722892
0.604005,0.759176
0.634355,0.739776
0.874841,0.902890
0.628783,0.733440
0.630696,0.726161
0.618471,0.708348
0.556838,0.672665
0.748455,0.827443
0.730247,0.810092
0.794379,0.866341
0.630110,0.831060
0.576144,0.682504
0.606661,0.797221
0.795809,0.847456
0.758740,0.861541
0.710108,0.765422
0.625756,0.749131
0.719535,0.797759
0.730269,0.816391
0.733849,0.819334
0.447259,0.569176
0.896088,0.952876
0.643995,0.743907
0.952627,0.978015
0.782175,0.867284
0.812320,0.871338
0.667863,0.792239
0.504230,0.573883
0.704012,0.793732
0.698662,0.765844
0.512427,0.628672
0.951617,0.969135
0.723711,0.816070
0.700083,0.857026
0.827351,0.886268
0.813932,0.880180
0.712754,0.801575
0.822264,0.910144
0.719263,0.817655
0.788207,0.885277
0.600160,0.657992
0.670462,0.729423
0.684810,0.782112
0.795040,0.908893
0.882088,0.934612
0.484754,0.583936
0.937181,0.959080
0.453105,0.569725
0.565047,0.669400
0.683680,0.813153
0.830024,0.887186
0.697379,0.839405
0.549004,0.674677
0.550372,0.665956
0.531164,0.632361
0.620951,0.685022
0.935227,0.969700
0.633614,0.738071
0.703129,0.737583
0.560280,0.657327
0.629775,0.711707
0.838496,0.897252
0.626119,0.732498
0.539474,0.643925
0.535531,0.638996
0.722990,0.787395
0.749285,0.851759
0.760595,0.815746
0.669793,0.739350
0.499788,0.636981
0.505902,0.642046
0.644067,0.752352
0.717249,0.807920
0.709702,0.839306
0.745529,0.847811
0.794502,0.863587
0.789631,0.864593
0.538092,0.637268
0.645472,0.729198
0.849073,0.901384
0.445631,0.632476
0.727103,0.850029
0.672182,0.789993
0.678042,0.757191
0.629776,0.731492
0.632165,0.732867
0.755077,0.817637
0.724147,0.823199
0.597745,0.733025
0.684764,0.772892
0.769495,0.852496
0.707845,0.788859
0.643213,0.732275
0.565184,0.718803
0.789933,0.865270
0.778121,0.858276
0.576783,0.703688
0.445145,0.558106
0.575403,0.691001
0.671986,0.764678
0.307875,0.478605
0.689075,0.784051
0.424591,0.592212
0.726166,0.808635
0.559789,0.672626
0.624244,0.739477
0.638808,0.744679
0.471487,0.584373
0.598342,0.737200
0.439885,0.560349
0.731628,0.810919
0.520733,0.686631
0.454718,0.620983
0.608409,0.722704
0.829980,0.890129
0.782919,0.870091
0.661547,0.791266
0.740729,0.844163
0.499941,0.677950
0.639806,0.740961
0.449083,0.604726
0.589377,0.701734
0.609864,0.730518
0.502356,0.629952
0.550530,0.645378
0.714243,0.815571
0.682395,0.775258
0.653032,0.756087
0.861115,0.913803
0.515569,0.653021
0.517479,0.666492
0.658928,0.767658
0.694516,0.794504
0.569309,0.709739
0.681199,0.771764
0.547221,0.682936
0.514433,0.655612
0.745830,0.815003
0.636584,0.744754
0.598501,0.751072
0.587244,0.691756
0.458454,0.574841
0.751823,0.823457
0.691174,0.781684
0.737049,0.891335
0.632019,0.736128
0.734003,0.830645
0.801641,0.870330
0.826146,0.888542
0.790955,0.861590
0.837736,0.910755
0.743898,0.833991
0.606505,0.701238
0.552422,0.708879
0.404639,0.510862
0.415294,0.544652
0.667579,0.788355
0.680193,0.799428
0.651233,0.753926
0.494238,0.616892
0.545372,0.660129
0.637324,0.722891
0.591110,0.740127
0.573474,0.688996
0.623645,0.770911
0.561364,0.685390
0.660960,0.741343
0.623444,0.724889
0.462529,0.623937
0.597689,0.746317
0.700726,0.835512
0.942588,0.960745
0.770822,0.846483
0.475473,0.566110
0.802629,0.936692
0.544959,0.635769
0.839513,0.876992
0.202125,0.328981
0.636328,0.802172
0.694840,0.815688
0.711536,0.840072
0.640556,0.722222
0.457638,0.562921
0.803607,0.887842
0.556270,0.764797
0.926450,0.947396
0.554810,0.659475
0.868884,0.908974
0.790606,0.864022
0.793911,0.877873
0.873153,0.918179
0.815662,0.888497
0.402690,0.463798
0.906933,0.963116
0.631171,0.738080
0.577908,0.682143
0.859716,0.922913
0.382754,0.509614
0.920476,0.978068
0.804492,0.874822
0.630978,0.700081
0.529735,0.616563
0.747782,0.833705
0.771428,0.866924
0.636870,0.731389
0.818700,0.902580
0.854618,0.923726
0.925873,0.957436
0.815053,0.882475
0.753883,0.835150
0.777400,0.853551
0.687047,0.786279
0.683308,0.770763
0.350895,0.427701
0.791205,0.884906
0.887721,0.925326
0.578922,0.699626
0.848562,0.903137
0.707281,0.825973
0.697488,0.788853
0.849815,0.906152
0.703017,0.787049
0.754559,0.841671
0.641287,0.741927
0.720583,0.806581
0.603500,0.828134
0.765075,0.845919
0.714995,0.770020
0.708573,0.788376
0.444991,0.555114
0.487322,0.707397
0.813742,0.869540
0.601409,0.678983
0.707324,0.804245
0.558878,0.690547
0.728026,0.819791
0.694248,0.782425
0.722086,0.911484
0.535938,0.648862
0.634269,0.750916
0.453548,0.596816
0.706949,0.772746
0.868864,0.920543
0.745193,0.859976
0.718706,0.923783
0.709374,0.785491
0.453722,0.558743
0.499877,0.693593
0.471568,0.568562
0.540255,0.671233
0.762451,0.856788
0.510950,0.662927
0.726972,0.809011
0.528988,0.639207
0.661639,0.691975
0.599374,0.689949
0.535228,0.668614
0.570783,0.717519
0.535650,0.659182
0.734764,0.811421
0.881473,0.920032
0.451683,0.611756
0.651586,0.738971
0.631711,0.730592
0.862665,0.914561
0.774579,0.854308
0.691184,0.766951
0.827745,0.907522
0.801316,0.895657
0.785583,0.891115
0.584864,0.703044
0.768054,0.846185
0.605076,0.715253
0.720702,0.825186
0.748097,0.884243
0.627894,0.739558
0.658399,0.761704
0.698118,0.789953
0.754582,0.827606
0.645439,0.789166
0.798565,0.862103
0.609749,0.714819
0.540013,0.674737
0.650377,0.773902
0.734452,0.822246
0.525993,0.600151
0.822310,0.885559
0.726507,0.826075
0.854422,0.945572
0.526601,0.647297
0.537280,0.758496
0.666566,0.777685
0.793493,0.858197
0.770895,0.869090
0.795239,0.873794
0.647135,0.770356
0.813986,0.875396
0.717882,0.815974
0.722384,0.813915
0.737106,0.826005
0.670794,0.749195
0.587600,0.724708
0.719194,0.805438
0.678446,0.779757
0.689633,0.791297
0.722118,0.832462
0.564377,0.667737
0.798144,0.864811
0.437106,0.540575
0.748895,0.830623
0.821786,0.888864
0.762158,0.833594
0.780410,0.852232
0.745313,0.833120
0.698364,0.785309
0.787224,0.885793
0.656570,0.786062
0.785172,0.860444
0.613801,0.746097
0.702696,0.818726
0.696831,0.845591
0.582310,0.770842
0.657572,0.765928
0.740539,0.825742
0.710932,0.796354
0.706375,0.809843
0.426563,0.538059
0.658334,0.760826
0.519596,0.617325
0.743565,0.841526
0.667216,0.766527
0.527439,0.634037
0.675055,0.779955
0.715529,0.825732
0.741863,0.816324
0.714934,0.799730
0.555422,0.734747
0.821301,0.930397
0.549194,0.644909
0.706205,0.833728
0.562273,0.693945
0.622808,0.784676
0.584601,0.671265
0.724542,0.837911
0.778843,0.921003
0.479938,0.684724
0.724102,0.865112
0.542357,0.657951
0.737620,0.840011
0.712075,0.798089
0.564421,0.643085
0.764475,0.821177
0.643369,0.774066
0.797828,0.855225
0.474310,0.599601
0.621210,0.737329
0.494456,0.593794
0.566961,0.697668
0.725398,0.789764
0.582037,0.691339
0.478045,0.596218
0.556270,0.671388
0.428135,0.566336
0.544908,0.660238
0.587362,0.687414
0.433474,0.547892
0.724574,0.843245
0.832267,0.889994
0.767680,0.838030
0.803304,0.893095
0.522344,0.694507
0.619467,0.760641
0.614077,0.725739
0.417537,0.517456
0.705516,0.790417
0.435745,0.552318
0.573285,0.684290
0.749829,0.840917
0.479205,0.576934
0.330877,0.442859
0.794038,0.874407
0.571911,0.681675
0.680650,0.772450
0.818247,0.894744
0.568466,0.685550
0.608960,0.709821
0.683851,0.755455
0.818302,0.886192
0.716259,0.782666
0.464619,0.579533
0.754107,0.863969
0.693325,0.746676
0.559458,0.660348
0.724800,0.819571
0.440040,0.606659
0.760461,0.832559
0.755372,0.824889
0.863121,0.917068
0.524279,0.618497
0.669192,0.778748
0.648040,0.751323
0.504761,0.591631
0.628025,0.727323
0.561058,0.670470
0.593363,0.697672
0.350134,0.497059
0.732357,0.827691
0.242863,0.392300
0.685754,0.776226
0.652564,0.741749
