top	id	flows	shortSchedule	au	ch	piggyback	Sch	oaPer	oaMax	time	maxBuf	prod	hyper	hyp-trans	rep-trans	nonempty-slots
0	0	29	0	11.515	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	1	11.515	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	0	11.515	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	1	11.515	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	0	11.515	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	1	11.515	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	0	11.515	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	1	11.515	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	0	29	0	11.515	16	0	0	0.000	0	0	0	0	0	0	0	0
0	0	29	1	11.515	16	0	0	0.000	0	0	0	0	0	0	0	0
0	1	29	0	10.998	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	1	10.998	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	0	10.998	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	1	10.998	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	0	10.998	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	1	10.998	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	0	10.998	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	1	10.998	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	1	29	0	10.998	16	0	0	0.000	0	0	0	0	0	0	0	0
0	1	29	1	10.998	16	0	0	0.000	0	0	0	0	0	0	0	0
0	2	29	0	7.251	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	1	7.251	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	0	7.251	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	1	7.251	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	0	7.251	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	1	7.251	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	2	29	0	7.251	8	0	0	0.000	0	0	0	0	0	0	0	0
0	2	29	1	7.251	8	0	0	0.000	0	0	0	0	0	0	0	0
0	2	29	0	7.251	16	0	0	0.000	0	0	0	0	0	0	0	0
0	2	29	1	7.251	16	0	0	0.000	0	0	0	0	0	0	0	0
0	3	29	0	2.223	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	3	29	1	2.223	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	3	29	0	2.223	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	3	29	1	2.223	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	3	29	0	2.223	4	0	1	0.000	0	171148737	3	19989	8192	18210	692	4884
0	3	29	1	2.223	4	0	0	0.000	0	0	0	0	0	0	0	0
0	3	29	0	2.223	8	0	1	0.000	0	94503277	3	22642	8192	18210	692	2896
0	3	29	1	2.223	8	0	0	0.000	0	0	0	0	0	0	0	0
0	3	29	0	2.223	16	0	1	0.000	0	73233944	6	36182	8192	18210	692	2776
0	3	29	1	2.223	16	0	0	0.000	0	0	0	0	0	0	0	0
0	4	29	0	7.521	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	1	7.521	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	0	7.521	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	1	7.521	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	0	7.521	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	1	7.521	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	4	29	0	7.521	8	0	0	0.000	0	0	0	0	0	0	0	0
0	4	29	1	7.521	8	0	0	0.000	0	0	0	0	0	0	0	0
0	4	29	0	7.521	16	0	0	0.000	0	0	0	0	0	0	0	0
0	4	29	1	7.521	16	0	0	0.000	0	0	0	0	0	0	0	0
0	5	29	0	8.779	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	1	8.779	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	0	8.779	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	1	8.779	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	0	8.779	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	1	8.779	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	0	8.779	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	1	8.779	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	5	29	0	8.779	16	0	0	0.000	0	0	0	0	0	0	0	0
0	5	29	1	8.779	16	0	0	0.000	0	0	0	0	0	0	0	0
0	6	29	0	10.395	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	1	10.395	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	0	10.395	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	1	10.395	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	0	10.395	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	1	10.395	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	0	10.395	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	1	10.395	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	6	29	0	10.395	16	0	0	0.000	0	0	0	0	0	0	0	0
0	6	29	1	10.395	16	0	0	0.000	0	0	0	0	0	0	0	0
0	7	29	0	5.496	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	1	5.496	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	0	5.496	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	1	5.496	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	0	5.496	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	1	5.496	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	7	29	0	5.496	8	0	0	0.000	0	0	0	0	0	0	0	0
0	7	29	1	5.496	8	0	0	0.000	0	0	0	0	0	0	0	0
0	7	29	0	5.496	16	0	0	0.000	0	0	0	0	0	0	0	0
0	7	29	1	5.496	16	0	0	0.000	0	0	0	0	0	0	0	0
0	8	29	0	1.310	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	8	29	1	1.310	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	8	29	0	1.310	2	0	1	0.000	0	104657743	2	13838	8192	10729	692	5443
0	8	29	1	1.310	2	0	0	0.000	0	0	0	0	0	0	0	0
0	8	29	0	1.310	4	0	1	0.000	0	59109033	2	11114	8192	10729	692	3044
0	8	29	1	1.310	4	0	0	0.000	0	0	0	0	0	0	0	0
0	8	29	0	1.310	8	0	1	0.000	0	41061426	3	13322	8192	10729	692	2220
0	8	29	1	1.310	8	0	1	0.000	0	8301642	3	13683	8192	10729	692	2230
0	8	29	0	1.310	16	0	1	0.000	0	37409957	6	19276	8192	10729	692	2152
0	8	29	1	1.310	16	0	1	0.000	0	9223671	6	20121	8192	10729	692	2134
0	9	29	0	6.260	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	1	6.260	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	0	6.260	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	1	6.260	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	0	6.260	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	1	6.260	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	9	29	0	6.260	8	0	0	0.000	0	0	0	0	0	0	0	0
0	9	29	1	6.260	8	0	0	0.000	0	0	0	0	0	0	0	0
0	9	29	0	6.260	16	0	0	0.000	0	0	0	0	0	0	0	0
0	9	29	1	6.260	16	0	0	0.000	0	0	0	0	0	0	0	0
0	10	40	0	3.324	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	10	40	1	3.324	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	10	40	0	3.324	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	10	40	1	3.324	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	10	40	0	3.324	4	0	1	0.000	0	97152273	3	19125	4096	13614	955	3576
0	10	40	1	3.324	4	0	0	0.000	0	0	0	0	0	0	0	0
0	10	40	0	3.324	8	0	1	0.000	0	46283550	3	16060	4096	13614	955	2442
0	10	40	1	3.324	8	0	0	0.000	0	0	0	0	0	0	0	0
0	10	40	0	3.324	16	0	1	0.000	0	37876036	7	26634	4096	13614	955	2273
0	10	40	1	3.324	16	0	0	0.000	0	0	0	0	0	0	0	0
0	11	40	0	2.016	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	11	40	1	2.016	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	11	40	0	2.016	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	11	40	1	2.016	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	11	40	0	2.016	4	0	1	0.000	0	73249406	2	18427	8192	16519	955	4377
0	11	40	1	2.016	4	0	0	0.000	0	0	0	0	0	0	0	0
0	11	40	0	2.016	8	0	1	0.000	0	47917402	3	20832	8192	16519	955	2828
0	11	40	1	2.016	8	0	0	0.000	0	0	0	0	0	0	0	0
0	11	40	0	2.016	16	0	1	0.000	0	39209105	6	33500	8192	16519	955	2726
0	11	40	1	2.016	16	0	0	0.000	0	0	0	0	0	0	0	0
0	12	40	0	8.612	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	1	8.612	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	0	8.612	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	1	8.612	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	0	8.612	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	1	8.612	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	0	8.612	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	1	8.612	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	12	40	0	8.612	16	0	0	0.000	0	0	0	0	0	0	0	0
0	12	40	1	8.612	16	0	0	0.000	0	0	0	0	0	0	0	0
0	13	40	0	8.803	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	1	8.803	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	0	8.803	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	1	8.803	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	0	8.803	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	1	8.803	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	0	8.803	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	1	8.803	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	13	40	0	8.803	16	0	0	0.000	0	0	0	0	0	0	0	0
0	13	40	1	8.803	16	0	0	0.000	0	0	0	0	0	0	0	0
0	14	40	0	8.646	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	1	8.646	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	0	8.646	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	1	8.646	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	0	8.646	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	1	8.646	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	0	8.646	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	1	8.646	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	14	40	0	8.646	16	0	0	0.000	0	0	0	0	0	0	0	0
0	14	40	1	8.646	16	0	0	0.000	0	0	0	0	0	0	0	0
0	15	40	0	5.180	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	1	5.180	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	0	5.180	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	1	5.180	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	0	5.180	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	1	5.180	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	15	40	0	5.180	8	0	1	0.000	0	95212110	4	60124	8192	42435	955	6973
0	15	40	1	5.180	8	0	0	0.000	0	0	0	0	0	0	0	0
0	15	40	0	5.180	16	0	1	0.000	0	77340590	7	78971	8192	42435	955	6823
0	15	40	1	5.180	16	0	0	0.000	0	0	0	0	0	0	0	0
0	16	40	0	9.924	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	1	9.924	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	0	9.924	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	1	9.924	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	0	9.924	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	1	9.924	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	0	9.924	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	1	9.924	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	16	40	0	9.924	16	0	0	0.000	0	0	0	0	0	0	0	0
0	16	40	1	9.924	16	0	0	0.000	0	0	0	0	0	0	0	0
0	17	40	0	3.518	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	17	40	1	3.518	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	17	40	0	3.518	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	17	40	1	3.518	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	17	40	0	3.518	4	0	1	0.000	0	59893957	3	20835	4096	14411	955	3719
0	17	40	1	3.518	4	0	0	0.000	0	0	0	0	0	0	0	0
0	17	40	0	3.518	8	0	1	0.000	0	35258446	4	20251	4096	14411	955	2485
0	17	40	1	3.518	8	0	0	0.000	0	0	0	0	0	0	0	0
0	17	40	0	3.518	16	0	1	0.000	0	29008115	6	27766	4096	14411	955	2462
0	17	40	1	3.518	16	0	0	0.000	0	0	0	0	0	0	0	0
0	18	40	0	5.074	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	1	5.074	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	0	5.074	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	1	5.074	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	0	5.074	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	1	5.074	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	18	40	0	5.074	8	0	0	0.000	0	0	0	0	0	0	0	0
0	18	40	1	5.074	8	0	0	0.000	0	0	0	0	0	0	0	0
0	18	40	0	5.074	16	0	0	0.000	0	0	0	0	0	0	0	0
0	18	40	1	5.074	16	0	0	0.000	0	0	0	0	0	0	0	0
0	19	40	0	7.545	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	1	7.545	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	0	7.545	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	1	7.545	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	0	7.545	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	1	7.545	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	19	40	0	7.545	8	0	0	0.000	0	0	0	0	0	0	0	0
0	19	40	1	7.545	8	0	0	0.000	0	0	0	0	0	0	0	0
0	19	40	0	7.545	16	0	0	0.000	0	0	0	0	0	0	0	0
0	19	40	1	7.545	16	0	0	0.000	0	0	0	0	0	0	0	0
0	20	43	0	7.446	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	1	7.446	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	0	7.446	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	1	7.446	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	0	7.446	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	1	7.446	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	20	43	0	7.446	8	0	0	0.000	0	0	0	0	0	0	0	0
0	20	43	1	7.446	8	0	0	0.000	0	0	0	0	0	0	0	0
0	20	43	0	7.446	16	0	0	0.000	0	0	0	0	0	0	0	0
0	20	43	1	7.446	16	0	0	0.000	0	0	0	0	0	0	0	0
0	21	43	0	7.929	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	1	7.929	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	0	7.929	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	1	7.929	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	0	7.929	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	1	7.929	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	21	43	0	7.929	8	0	0	0.000	0	0	0	0	0	0	0	0
0	21	43	1	7.929	8	0	0	0.000	0	0	0	0	0	0	0	0
0	21	43	0	7.929	16	0	0	0.000	0	0	0	0	0	0	0	0
0	21	43	1	7.929	16	0	0	0.000	0	0	0	0	0	0	0	0
0	22	43	0	3.578	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	22	43	1	3.578	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	22	43	0	3.578	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	22	43	1	3.578	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	22	43	0	3.578	4	0	0	0.000	0	0	0	0	0	0	0	0
0	22	43	1	3.578	4	0	0	0.000	0	0	0	0	0	0	0	0
0	22	43	0	3.578	8	0	1	0.000	0	67939122	3	35136	8192	29310	984	4897
0	22	43	1	3.578	8	0	0	0.000	0	0	0	0	0	0	0	0
0	22	43	0	3.578	16	0	1	0.000	0	57760885	8	55392	8192	29310	984	4464
0	22	43	1	3.578	16	0	0	0.000	0	0	0	0	0	0	0	0
0	23	43	0	3.570	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	23	43	1	3.570	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	23	43	0	3.570	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	23	43	1	3.570	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	23	43	0	3.570	4	0	0	0.000	0	0	0	0	0	0	0	0
0	23	43	1	3.570	4	0	0	0.000	0	0	0	0	0	0	0	0
0	23	43	0	3.570	8	0	1	0.000	0	37903711	3	18090	4096	14621	984	2397
0	23	43	1	3.570	8	0	0	0.000	0	0	0	0	0	0	0	0
0	23	43	0	3.570	16	0	1	0.000	0	33610916	8	29705	4096	14621	984	2255
0	23	43	1	3.570	16	0	0	0.000	0	0	0	0	0	0	0	0
0	24	43	0	10.542	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	1	10.542	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	0	10.542	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	1	10.542	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	0	10.542	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	1	10.542	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	0	10.542	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	1	10.542	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	24	43	0	10.542	16	0	0	0.000	0	0	0	0	0	0	0	0
0	24	43	1	10.542	16	0	0	0.000	0	0	0	0	0	0	0	0
0	25	43	0	9.911	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	1	9.911	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	0	9.911	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	1	9.911	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	0	9.911	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	1	9.911	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	0	9.911	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	1	9.911	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	25	43	0	9.911	16	0	0	0.000	0	0	0	0	0	0	0	0
0	25	43	1	9.911	16	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	0	0.864	1	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	1	0.864	1	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	0	0.864	2	0	1	0.000	0	87604574	2	7874	8192	7075	984	3630
0	26	43	1	0.864	2	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	0	0.864	4	0	1	0.000	0	34297590	3	7510	8192	7075	984	2030
0	26	43	1	0.864	4	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	0	0.864	8	0	1	0.000	0	47497126	3	8862	8192	7075	984	1296
0	26	43	1	0.864	8	0	0	0.000	0	0	0	0	0	0	0	0
0	26	43	0	0.864	16	0	1	0.000	0	27849847	7	14720	8192	7075	984	1156
0	26	43	1	0.864	16	0	0	0.000	0	0	0	0	0	0	0	0
0	27	43	0	6.013	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	1	6.013	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	0	6.013	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	1	6.013	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	0	6.013	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	1	6.013	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	27	43	0	6.013	8	0	1	0.000	0	32869493	4	18518	2048	12314	984	1725
0	27	43	1	6.013	8	0	0	0.000	0	0	0	0	0	0	0	0
0	27	43	0	6.013	16	0	1	0.000	0	25320430	7	28352	2048	12314	984	1627
0	27	43	1	6.013	16	0	0	0.000	0	0	0	0	0	0	0	0
0	28	43	0	9.659	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	1	9.659	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	0	9.659	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	1	9.659	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	0	9.659	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	1	9.659	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	0	9.659	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	1	9.659	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	28	43	0	9.659	16	0	0	0.000	0	0	0	0	0	0	0	0
0	28	43	1	9.659	16	0	0	0.000	0	0	0	0	0	0	0	0
0	29	16	0	7.809	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	1	7.809	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	0	7.809	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	1	7.809	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	0	7.809	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	1	7.809	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	29	16	0	7.809	8	0	0	0.000	0	0	0	0	0	0	0	0
0	29	16	1	7.809	8	0	0	0.000	0	0	0	0	0	0	0	0
0	29	16	0	7.809	16	0	0	0.000	0	0	0	0	0	0	0	0
0	29	16	1	7.809	16	0	0	0.000	0	0	0	0	0	0	0	0
0	30	16	0	8.134	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	1	8.134	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	0	8.134	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	1	8.134	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	0	8.134	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	1	8.134	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	0	8.134	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	1	8.134	8	0	-1	0.000	0	0	0	0	0	0	0	0
0	30	16	0	8.134	16	0	0	0.000	0	0	0	0	0	0	0	0
0	30	16	1	8.134	16	0	0	0.000	0	0	0	0	0	0	0	0
0	31	16	0	2.956	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	31	16	1	2.956	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	31	16	0	2.956	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	31	16	1	2.956	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	31	16	0	2.956	4	0	1	0.000	0	44876017	2	13777	4096	12107	379	3193
0	31	16	1	2.956	4	0	0	0.000	0	0	0	0	0	0	0	0
0	31	16	0	2.956	8	0	1	0.000	0	18700915	2	13633	4096	12107	379	2212
0	31	16	1	2.956	8	0	1	0.000	0	5696693	2	13147	4096	12107	379	2180
0	31	16	0	2.956	16	0	1	0.000	0	22582512	5	17798	4096	12107	379	2035
0	31	16	1	2.956	16	0	1	0.000	0	3533718	4	16970	4096	12107	379	2004
0	32	16	0	0.528	1	0	0	0.000	0	0	0	0	0	0	0	0
0	32	16	1	0.528	1	0	0	0.000	0	0	0	0	0	0	0	0
0	32	16	0	0.528	2	0	1	0.000	0	16709133	2	4745	8192	4322	379	2214
0	32	16	1	0.528	2	0	0	0.000	0	0	0	0	0	0	0	0
0	32	16	0	0.528	4	0	1	0.000	0	12299424	2	4393	8192	4322	379	1236
0	32	16	1	0.528	4	0	1	0.000	0	3304408	2	4263	8192	4322	379	1236
0	32	16	0	0.528	8	0	1	0.000	0	10227152	3	4838	8192	4322	379	868
0	32	16	1	0.528	8	0	1	0.000	0	2997456	3	5155	8192	4322	379	902
0	32	16	0	0.528	16	0	1	0.000	0	11690826	5	5621	8192	4322	379	848
0	32	16	1	0.528	16	0	1	0.000	0	3408143	5	5795	8192	4322	379	854
0	33	16	0	4.283	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	1	4.283	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	0	4.283	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	1	4.283	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	0	4.283	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	1	4.283	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	33	16	0	4.283	8	0	1	0.000	0	12289302	4	5437	1024	4386	379	832
0	33	16	1	4.283	8	0	0	0.000	0	0	0	0	0	0	0	0
0	33	16	0	4.283	16	0	1	0.000	0	11161403	4	5647	1024	4386	379	814
0	33	16	1	4.283	16	0	0	0.000	0	0	0	0	0	0	0	0
0	34	16	0	7.745	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	1	7.745	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	0	7.745	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	1	7.745	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	0	7.745	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	1	7.745	4	0	-1	0.000	0	0	0	0	0	0	0	0
0	34	16	0	7.745	8	0	0	0.000	0	0	0	0	0	0	0	0
0	34	16	1	7.745	8	0	0	0.000	0	0	0	0	0	0	0	0
0	34	16	0	7.745	16	0	0	0.000	0	0	0	0	0	0	0	0
0	34	16	1	7.745	16	0	0	0.000	0	0	0	0	0	0	0	0
0	35	16	0	3.671	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	35	16	1	3.671	1	0	-1	0.000	0	0	0	0	0	0	0	0
0	35	16	0	3.671	2	0	-1	0.000	0	0	0	0	0	0	0	0
0	35	16	1	3.671	2	0	-1	0.000	0	0	0	0	0	0	0	0
