P1,P2
0.999855,1.000000
0.997844,0.997844
1.000000,1.000000
0.990843,0.991088
0.991121,1.000000
0.996259,1.000000
1.000000,1.000000
1.000000,1.000000
0.999976,0.999988
0.973164,0.989030
1.000000,1.000000
0.999991,0.999991
0.997647,0.998364
1.000000,1.000000
0.999993,1.000000
1.000000,1.000000
0.999923,0.999980
0.999846,0.999847
0.999399,0.999399
0.999999,0.999999
0.999979,0.999981
1.000000,1.000000
0.986783,0.986783
0.999999,1.000000
1.000000,1.000000
0.997729,0.998156
0.999977,1.000000
0.999275,0.999276
0.999748,0.999780
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999379,0.999958
0.984536,0.999276
1.000000,1.000000
0.998253,0.999994
1.000000,1.000000
0.999936,0.999936
1.000000,1.000000
0.999857,1.000000
0.998686,0.999821
0.999956,0.999968
0.999744,1.000000
0.994608,0.999798
0.984056,1.000000
0.985388,0.999795
1.000000,1.000000
0.999925,0.999955
1.000000,1.000000
0.999996,1.000000
0.999622,0.999859
0.968824,0.982683
0.999997,0.999997
0.999981,0.999993
0.972423,0.986466
0.999894,0.999947
1.000000,1.000000
0.998858,0.999695
1.000000,1.000000
0.996455,0.999724
0.995249,0.998491
0.991579,0.995611
0.997799,0.999293
0.999563,0.999563
0.999789,0.999798
0.999994,0.999994
0.999901,1.000000
0.956642,0.977221
0.999666,0.999872
0.999987,0.999992
0.999709,0.999857
0.999984,0.999993
0.998415,0.998415
0.981856,0.982619
0.975807,0.991539
0.999998,0.999999
0.998812,0.999999
0.999967,0.999967
0.999985,0.999990
1.000000,1.000000
1.000000,1.000000
0.999785,0.999798
0.999999,0.999999
0.999740,0.999869
0.999972,0.999972
1.000000,1.000000
0.999807,0.999903
0.999991,0.999999
0.983211,0.989466
0.999727,0.999988
0.999873,0.999875
0.999913,0.999913
0.999945,0.999972
0.982487,1.000000
0.999869,0.999946
1.000000,1.000000
0.987438,0.987611
0.964447,0.980649
0.999991,0.999993
0.987539,0.987552
1.000000,1.000000
0.999681,0.999684
1.000000,1.000000
0.999985,0.999986
1.000000,1.000000
0.986743,0.986902
0.974716,0.974716
0.999995,0.999998
0.998859,0.998872
1.000000,1.000000
1.000000,1.000000
0.999999,1.000000
1.000000,1.000000
0.998393,0.999986
0.999999,1.000000
1.000000,1.000000
0.997241,0.997249
1.000000,1.000000
0.999975,0.999993
0.999647,0.999647
0.990999,0.999981
0.999110,0.999175
0.999842,0.999843
0.999788,0.999928
0.966493,0.999759
0.999932,0.999936
1.000000,1.000000
1.000000,1.000000
0.999978,0.999993
0.999967,1.000000
0.979247,0.993133
0.999998,0.999998
0.999732,1.000000
0.999594,0.999594
0.998737,0.999793
0.999837,0.999947
0.999999,0.999999
0.999990,1.000000
0.998514,1.000000
0.999456,0.999991
0.998633,0.999994
0.999721,0.999721
0.999976,0.999976
0.998254,0.999996
0.992696,0.993593
0.999978,0.999978
0.999980,0.999980
0.997129,0.998341
0.999999,1.000000
0.999999,1.000000
0.979397,0.985935
0.999129,0.999507
0.994323,0.997743
0.999999,1.000000
0.998628,1.000000
0.999997,0.999998
0.958101,0.978025
0.999992,0.999996
0.999737,0.999737
0.999980,0.999998
0.999468,0.999469
0.999716,1.000000
0.999991,0.999991
0.998733,0.999635
0.966254,0.999315
0.997466,0.997466
0.997024,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999974,0.999987
0.999821,0.999821
0.998839,0.998840
0.999973,0.999973
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999606,0.999608
0.999577,0.999938
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999651,0.999771
0.999942,0.999965
0.999019,1.000000
0.999879,0.999939
0.997212,0.997215
1.000000,1.000000
0.999992,0.999994
1.000000,1.000000
0.993423,0.993423
0.999940,1.000000
0.999810,1.000000
0.999996,0.999996
0.984831,0.994859
1.000000,1.000000
0.961816,0.978445
1.000000,1.000000
0.998206,0.999806
0.998457,1.000000
1.000000,1.000000
0.999989,1.000000
0.998221,0.998624
1.000000,1.000000
0.999999,1.000000
0.999950,0.999950
0.999859,0.999859
0.999225,1.000000
0.999994,1.000000
0.999986,0.999998
0.999983,0.999983
0.999023,0.999989
0.998145,0.998608
0.993355,0.993355
0.998764,1.000000
1.000000,1.000000
0.998828,1.000000
0.998673,0.998673
0.999999,0.999999
0.999996,0.999998
1.000000,1.000000
0.999997,0.999997
0.998915,0.999795
1.000000,1.000000
0.999950,0.999950
0.998999,0.999615
1.000000,1.000000
0.983854,0.986281
0.999998,0.999998
1.000000,1.000000
0.999850,0.999850
1.000000,1.000000
0.999859,0.999953
0.999999,1.000000
0.999992,0.999993
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999926,0.999935
1.000000,1.000000
0.999987,1.000000
0.999867,1.000000
1.000000,1.000000
0.999611,0.999964
1.000000,1.000000
1.000000,1.000000
0.999327,1.000000
0.998505,0.998505
0.999997,1.000000
1.000000,1.000000
0.999523,0.999525
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.996893,1.000000
1.000000,1.000000
0.999225,0.999998
0.999873,0.999984
0.999999,0.999999
0.998047,0.999682
1.000000,1.000000
1.000000,1.000000
0.999999,1.000000
1.000000,1.000000
0.984823,1.000000
1.000000,1.000000
0.999284,0.999999
0.998422,0.998670
1.000000,1.000000
0.999997,1.000000
0.999985,0.999985
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999969,1.000000
0.993842,0.999955
0.999487,0.999489
1.000000,1.000000
0.961944,0.962714
1.000000,1.000000
0.999976,1.000000
0.993538,0.996458
0.999645,0.999905
1.000000,1.000000
0.997629,0.999997
0.984939,0.999979
0.984218,0.984244
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.998918,0.999458
1.000000,1.000000
0.999960,0.999960
0.999913,1.000000
0.991466,0.999994
0.999985,1.000000
0.999948,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999989,0.999994
1.000000,1.000000
0.999999,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.998513,0.999083
0.986223,0.996729
0.999636,0.999665
0.935925,0.965530
0.962039,0.997652
0.971713,0.992098
0.957237,0.976993
0.955434,0.997272
0.977154,1.000000
0.986717,0.997063
0.991096,0.999057
0.999947,0.999978
0.989186,0.999937
0.958418,0.977360
0.977040,0.977356
0.976430,0.998250
0.994768,0.999631
0.978627,0.988449
0.998815,0.999915
0.970992,0.997982
0.999227,0.999257
1.000000,1.000000
0.941475,0.978390
1.000000,1.000000
0.981904,0.995715
0.997355,0.997355
0.999969,0.999969
0.999815,0.999815
0.998772,0.999916
0.999781,0.999784
1.000000,1.000000
0.995822,0.996627
0.999778,0.999794
1.000000,1.000000
1.000000,1.000000
0.999658,0.999659
1.000000,1.000000
0.999992,0.999998
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999997,0.999998
0.999993,0.999993
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.995249,0.999444
0.986489,0.986489
0.999998,0.999999
1.000000,1.000000
0.999986,0.999986
0.999707,0.999961
0.994053,0.994140
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.992874,0.994174
0.999897,0.999939
1.000000,1.000000
0.998974,0.999400
1.000000,1.000000
0.999971,0.999998
1.000000,1.000000
0.999954,0.999954
0.990236,1.000000
1.000000,1.000000
1.000000,1.000000
0.999828,1.000000
0.999982,0.999982
0.999990,1.000000
0.999943,0.999984
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999993,0.999993
0.999997,0.999997
0.988948,0.990312
0.996581,1.000000
0.999921,0.999921
0.999999,1.000000
0.994661,1.000000
1.000000,1.000000
0.999997,0.999997
0.999987,0.999990
1.000000,1.000000
0.999924,0.999924
0.999733,1.000000
0.999446,0.999720
1.000000,1.000000
0.999356,0.999364
0.999997,1.000000
0.991948,0.995850
0.999992,0.999995
0.995756,0.995897
0.999973,0.999988
1.000000,1.000000
0.993492,1.000000
0.998903,0.999171
1.000000,1.000000
0.999993,0.999995
0.999871,1.000000
0.999994,0.999997
0.999823,1.000000
0.999982,1.000000
0.999341,0.999519
0.999999,0.999999
0.997983,0.997983
0.999562,1.000000
0.999999,0.999999
0.999914,0.999958
0.999760,0.999988
0.997620,0.999925
1.000000,1.000000
0.999999,1.000000
0.999995,1.000000
0.999807,0.999816
0.999999,1.000000
0.999414,0.999973
0.982866,0.982984
0.999671,0.999681
0.999556,0.999556
0.999991,0.999997
0.999862,1.000000
0.999968,0.999968
0.999482,0.999482
1.000000,1.000000
0.999946,1.000000
1.000000,1.000000
0.999944,1.000000
1.000000,1.000000
1.000000,1.000000
0.999731,0.999826
1.000000,1.000000
0.999970,1.000000
0.999964,0.999964
1.000000,1.000000
0.999940,0.999984
0.999893,0.999904
0.956257,0.976013
0.999998,0.999999
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.986577,0.999267
0.999302,0.999302
0.999960,0.999960
0.996558,1.000000
0.995885,0.998294
0.999522,0.999679
0.999995,0.999996
0.997078,0.997091
0.999872,0.999872
0.996011,0.997758
0.973675,0.999999
0.993896,0.993896
0.999903,0.999949
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.998963,0.999131
1.000000,1.000000
0.999992,0.999999
0.989055,0.994090
0.999939,0.999939
0.996363,0.999994
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999048,1.000000
0.999516,0.999567
0.999859,0.999870
0.999411,0.999412
0.998888,0.999337
0.995049,0.999993
0.989646,0.994009
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999969,0.999984
1.000000,1.000000
0.999961,0.999991
0.999076,0.999076
0.999513,0.999987
0.968744,0.995679
0.999999,1.000000
0.999963,1.000000
0.996132,0.997234
1.000000,1.000000
1.000000,1.000000
0.999998,0.999999
0.999988,0.999988
1.000000,1.000000
1.000000,1.000000
0.999943,0.999943
0.999905,1.000000
0.999999,0.999999
0.998619,0.998621
1.000000,1.000000
0.990868,0.992699
0.999992,0.999997
0.974681,0.981086
0.999981,1.000000
0.998629,0.999229
0.998389,0.998389
1.000000,1.000000
0.999993,0.999995
1.000000,1.000000
0.999999,1.000000
0.999851,0.999996
0.999981,0.999992
0.999978,0.999978
0.999999,0.999999
0.991655,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.996485,0.997742
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.984443,0.997513
1.000000,1.000000
0.993982,0.994004
0.999859,0.999859
0.999879,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999998,0.999998
1.000000,1.000000
0.999999,0.999999
0.999804,0.999888
1.000000,1.000000
1.000000,1.000000
0.987129,0.988426
0.988429,0.988431
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999999,1.000000
1.000000,1.000000
0.999995,1.000000
0.999998,1.000000
0.999999,0.999999
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999998,0.999999
1.000000,1.000000
0.999982,0.999994
1.000000,1.000000
0.999988,0.999989
0.999998,0.999998
1.000000,1.000000
0.999958,0.999958
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999996,1.000000
1.000000,1.000000
1.000000,1.000000
0.999998,0.999999
0.969683,0.974931
0.999990,0.999992
1.000000,1.000000
0.999555,0.999995
0.972384,0.996973
0.975555,0.989933
0.991326,0.997746
0.999999,1.000000
0.994563,0.999986
0.999446,0.999446
0.999991,0.999991
0.996096,1.000000
0.983315,0.993226
0.999988,0.999993
0.999607,1.000000
0.999278,0.999991
0.985267,0.991883
0.993786,0.999952
0.994910,0.999964
0.999974,0.999979
0.999999,1.000000
1.000000,1.000000
0.999982,0.999987
0.975824,0.977297
0.999266,0.999335
0.999959,1.000000
0.998214,0.998334
0.999989,0.999997
0.994367,0.997132
0.992318,0.992318
0.999997,1.000000
0.991668,0.993806
0.999719,0.999903
0.999936,0.999968
0.999579,0.999997
1.000000,1.000000
0.977644,0.999649
0.990536,0.990892
0.999552,0.999968
0.974641,0.974931
0.999352,0.999398
0.999989,0.999989
0.999989,1.000000
1.000000,1.000000
0.999934,0.999978
1.000000,1.000000
0.998028,0.998060
0.999999,0.999999
1.000000,1.000000
0.999858,0.999995
1.000000,1.000000
1.000000,1.000000
0.995183,0.995185
1.000000,1.000000
1.000000,1.000000
0.999814,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.992849,0.992879
0.999548,0.999977
1.000000,1.000000
0.999717,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.966019,0.980654
0.999972,0.999972
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999903,0.999963
1.000000,1.000000
0.998607,0.999462
0.999999,0.999999
1.000000,1.000000
0.999999,1.000000
1.000000,1.000000
1.000000,1.000000
0.999919,0.999998
1.000000,1.000000
0.999908,0.999975
0.998920,0.998969
1.000000,1.000000
0.999767,0.999999
0.999995,0.999998
0.996892,0.996892
0.999718,1.000000
1.000000,1.000000
1.000000,1.000000
0.999794,1.000000
0.999999,0.999999
0.999936,0.999986
0.999919,0.999983
0.999939,0.999939
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999477,0.999502
0.999988,0.999991
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999976,1.000000
0.999912,0.999913
0.995909,0.997934
0.999960,0.999960
0.999524,0.999999
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999732,1.000000
1.000000,1.000000
1.000000,1.000000
0.999778,1.000000
0.999999,0.999999
0.999999,0.999999
1.000000,1.000000
1.000000,1.000000
0.999995,0.999996
1.000000,1.000000
0.999989,0.999995
1.000000,1.000000
0.995416,0.995416
0.999999,1.000000
1.000000,1.000000
0.999455,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.996999,0.997171
1.000000,1.000000
0.999993,0.999995
0.998741,0.999880
0.999993,0.999994
0.964014,0.998392
0.996738,0.996959
1.000000,1.000000
0.999998,0.999999
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999934,0.999999
0.999966,0.999985
1.000000,1.000000
0.999982,0.999982
1.000000,1.000000
0.999899,1.000000
0.990207,0.991027
0.998583,0.999950
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.998255,0.998704
0.999866,0.999997
0.999965,0.999968
0.998255,0.999596
0.999997,1.000000
0.999997,0.999998
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999520,0.999901
0.975932,0.977840
1.000000,1.000000
0.993845,0.999864
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999978,0.999989
1.000000,1.000000
1.000000,1.000000
0.999316,0.999442
0.999820,0.999825
1.000000,1.000000
0.999643,0.999643
1.000000,1.000000
0.999616,0.999933
1.000000,1.000000
1.000000,1.000000
0.999545,0.999980
0.999999,1.000000
1.000000,1.000000
0.999996,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999937,0.999937
0.999991,1.000000
0.999997,0.999997
0.999980,0.999980
0.999994,0.999994
1.000000,1.000000
1.000000,1.000000
0.999982,1.000000
0.999999,1.000000
1.000000,1.000000
0.999934,0.999934
0.999973,0.999973
0.999738,0.999990
1.000000,1.000000
0.999994,0.999997
0.999583,0.999672
1.000000,1.000000
0.999998,0.999998
0.999999,1.000000
1.000000,1.000000
0.987687,0.989984
1.000000,1.000000
0.997088,0.997088
0.999949,1.000000
1.000000,1.000000
0.996661,0.996736
1.000000,1.000000
0.996864,0.997928
1.000000,1.000000
1.000000,1.000000
0.999998,0.999998
0.999803,1.000000
1.000000,1.000000
0.998708,0.998708
1.000000,1.000000
0.990543,0.990544
1.000000,1.000000
0.989531,0.989531
0.999690,0.999983
1.000000,1.000000
0.997215,0.999631
0.998525,0.998578
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.999993,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.996797,0.999953
0.999697,0.999698
0.999966,1.000000
1.000000,1.000000
0.999989,0.999999
0.971274,0.975744
0.999999,1.000000
1.000000,1.000000
1.000000,1.000000
0.999996,0.999997
1.000000,1.000000
0.999999,0.999999
0.998968,0.999885
0.998803,0.998803
0.999501,0.999823
1.000000,1.000000
0.999945,1.000000
0.999978,0.999993
1.000000,1.000000
0.999936,1.000000
0.999999,1.000000
0.999626,0.999879
0.980509,0.992277
0.999994,1.000000
0.999999,1.000000
1.000000,1.000000
0.995126,0.999604
0.992827,0.999222
0.999963,1.000000
0.999930,0.999951
0.991278,0.997888
0.999993,0.999993
0.999994,0.999995
1.000000,1.000000
1.000000,1.000000
0.999994,0.999996
0.999687,0.999709
0.981348,0.981349
0.999981,1.000000
0.999944,0.999946
0.991069,0.998501
1.000000,1.000000
1.000000,1.000000
0.999999,0.999999
0.999790,0.999892
0.999999,1.000000
0.999925,0.999944
0.980966,0.989019
1.000000,1.000000
0.997443,0.997445
0.999981,0.999989
1.000000,1.000000
1.000000,1.000000
0.999958,0.999965
